Y,X1,X2,X3,X4,trend,error
44.485030910807396,53.43618289568462,53.958124461301516,26.40777889373782,0,48,0.5473699715653519
30.1061493351156,32.36959844637266,32.666583119605846,28.932764241440765,1,49,0.8428776882132372
41.30387573148852,53.24083969394795,53.491332544293826,31.554537827990025,1,50,-0.5865818037644555
36.140437591922414,46.149177195836835,46.49562540533381,37.37678108474776,0,51,0.4485965040432117
43.454677198766696,43.23077999694041,42.55075527536192,34.2882981160101,1,52,2.4810334002472025
57.1361406795722,56.11676288840868,56.349016585569686,29.200307350182864,1,53,3.017291980748909
50.664449518846816,60.30999522495951,60.60306769825819,29.904918960486555,0,54,0.8944636186451138
50.10597797484638,59.31280119116199,58.59844977313562,24.987353176810956,1,55,0.23133682204983969
40.382031609495385,41.607824767773614,43.47359927891837,29.90743432003805,1,56,1.4519806068264944
38.70468233477725,46.907876241487855,47.381709162399645,28.55670680539931,0,57,0.4539150198424149
44.11710847340826,53.31263431403564,52.121330816832995,31.613592801690448,0,58,0.8069514440201604
53.43832911727093,59.75545127122359,60.41200487985742,25.863845282238387,0,59,1.420195208645465
37.19175786328147,45.2082576215471,44.23357595131978,32.59673257120586,1,60,0.20922569533828905
36.65492821565539,48.14341023336183,48.93049483710428,37.66369456501289,0,61,0.10785520020883117
17.670227992512622,38.93665025993972,40.09524583894712,29.456199257715713,0,62,-3.1549831799020076
14.056677720938211,38.037933759193294,37.217251440841586,32.00855861049471,0,63,-3.548374185255896
32.1157519279047,58.125258223941984,59.08863435318631,33.45071995855556,0,64,-3.091267499597877
34.56158695654998,63.56240028570823,63.97518121264473,27.993897640570818,0,65,-3.7207971816431513
32.66627089559885,49.27989878419666,50.10195894419115,31.120462409052084,0,66,-1.3442264413828862
38.68568566700938,60.03532897892024,61.93212196157419,30.062962003908975,1,67,-2.5055225310669416
32.96616061620902,53.61636025047634,53.37097213447347,30.48838049274416,1,68,-2.444462511550537
26.26543992551042,43.54880245394876,42.79506628959127,26.13495108072267,0,69,-1.8248294319543383
41.51614418668261,53.61395605508414,52.72444162545862,30.122550871294713,0,70,-0.01859025649735524
43.960709833475846,65.38036566465969,64.56455537969426,32.48999145622725,0,71,-1.4507343563773236
39.25096839494537,49.64173960890049,49.564637899486385,37.25571803897521,1,72,0.002576267053100656
52.71739146005045,65.64643655814007,65.9875885329567,34.79635413042603,1,73,0.012294074662067573
13.404999010373494,23.802548959102555,24.079239758432575,40.76591228755778,1,74,-0.9716733913182969
47.093355188341654,58.21902504375224,59.046208292788265,26.163262185559752,1,75,-0.3152352387913668
40.57293969854187,50.870470682381715,50.88347257425962,34.36160318360339,1,76,-0.05312849545962339
35.74346899707841,47.009926495341325,48.46346057249864,30.91671002869176,1,77,-0.6427196735264934
37.2874553253222,50.91760776535502,50.652950932117065,40.94901466608836,1,78,-0.4443736538311758
23.056775744887723,30.124310853991073,32.84448002058069,25.958508573224243,1,79,-0.7408125199267008
37.87438359035962,47.80328112162488,48.42894846938989,25.801390789096118,1,80,-0.47913267069011267
43.60720986735633,53.57112571511746,52.71396815870118,27.00303677277989,0,81,0.2788245379689565
61.85207021007824,64.77894044741517,63.708047949354054,19.380521378450965,0,82,1.8090764465205174
36.60298014077079,44.81729781726352,45.29977023250671,27.371224891596196,0,83,0.20944565838956497
45.18721248992362,41.91506397106812,41.69160118574227,26.20433669223151,0,84,2.3005899013679185
36.46376665132725,44.982429564154636,45.696430058246726,30.75196893238104,1,85,-0.11161587842816689
46.84571992498747,59.15402117702074,59.62725880159428,31.708779878885796,1,86,-0.24107779777811683
41.847673444466665,53.287511096596845,53.21468218393997,39.38085419607943,0,87,0.39545496826208304
38.78317796491849,44.70239796232961,43.85560424426121,34.75211919093025,1,88,0.5973558423446992
42.439348042764145,55.13267433113356,53.61782710644769,27.115481721687985,0,89,-0.1448148459448344
40.759222881390286,50.9707754934804,50.52426054141338,25.50792664325821,1,90,-0.3239741271131428
42.33956007931477,59.68644990532889,60.54284869965237,32.45959585753253,0,91,-0.752180236349347
30.097826481508225,42.979469061226474,43.19356280535668,23.398833964896788,1,92,-1.1911089460236892
35.589961839891615,46.723378534022316,45.47763975531033,39.157293829271765,1,93,-0.10328505979792679
36.29965732929903,46.078918468678424,46.25209939452961,35.897200603606436,0,94,0.2743874381267059
27.15460332360049,35.364850518678814,35.75016789840765,27.654121739476476,1,95,-0.4733996447592895
45.8380444405769,52.96120277064576,52.07734533444463,21.434327354545612,0,96,0.5208801596258191
44.01610867923436,52.610552721798896,52.76427782774442,36.76936187082706,0,97,0.7240036485772647
47.38609383636066,50.05113456642461,50.109343284870604,29.42730077373691,0,98,1.392065037700772
45.915116720577345,47.65412866624853,46.51115836841791,36.18908155986731,0,99,1.7432808720842299
